address_id,Longitude,Latitude,Start_date,End_date
30,-121.23641054446628,31.34181456743848,2023-05-11,2023-05-22
31,-119.35945031389942,40.6819942295043,2023-05-12,2023-06-01
32,-95.1346155126177,43.82366693567597,2023-02-14,2023-03-03
33,-70.27243464562594,30.129599066656905,2023-01-02,2023-02-01
34,-119.21489181693022,30.67571308316454,2023-08-18,2023-08-19
35,-111.9266503037353,47.39706053212848,2023-11-19,2023-11-29
36,-75.62307526673803,35.145048733013695,2023-12-08,2023-12-17
37,-79.55062635371226,47.11390222208877,2023-06-06,2023-06-25
38,-104.92784476106934,41.04159826774691,2023-03-23,2023-04-07
39,-118.16720369807308,36.086955103818966,2023-10-17,2023-11-12
40,-69.96505138132311,39.17452104465534,2023-07-31,2023-08-19
41,-100.21332519453344,37.99403712989698,2023-12-12,2024-01-10
42,-103.979557991945,36.47252238462913,2023-05-20,2023-06-11
43,-113.51660806952616,47.28396923212846,2023-04-23,2023-05-15
44,-118.08235701061513,45.83809946621261,2023-08-28,2023-09-04
45,-96.58724671559536,33.31011035587005,2023-07-30,2023-08-07
46,-114.22167647916326,45.62886325828731,2023-09-02,2023-10-02
47,-89.86910908710115,38.24799081832765,2023-08-31,2023-09-06
48,-74.27524137168275,45.476400641295896,2023-03-31,2023-04-07
49,-86.30110200785045,42.682401639552985,2023-05-18,2023-06-02
50,-74.58981015321666,36.06079239144776,2023-04-18,2023-05-16
51,-87.76794536376096,31.10252565500468,2023-04-26,2023-05-17
52,-75.76690606036722,29.391092765684505,2023-02-22,2023-03-17
53,-79.82023488099722,26.642624628225192,2023-10-31,2023-11-27
54,-108.11324758541264,34.62844523770935,2023-09-21,2023-10-09
55,-100.83927319079814,45.361933696027045,2023-12-22,2024-01-01
56,-102.05147488031972,33.30326313020631,2023-09-12,2023-09-26
57,-99.59760767544968,34.84172799815707,2023-10-19,2023-10-26
58,-71.13568588360084,27.29761470884201,2023-04-12,2023-05-01
59,-70.6858840367669,30.953570706890943,2023-09-29,2023-10-05
60,-98.05735061381137,41.42442222466583,2023-06-23,2023-07-18
61,-103.14369026674852,35.72231670393573,2023-09-08,2023-10-07
62,-100.2917200280974,42.55300211679339,2023-11-19,2023-12-16
63,-77.09547223579227,35.42555763638998,2023-03-30,2023-04-20
64,-120.35719311178268,40.62464739785732,2023-06-04,2023-06-07
65,-102.03992295781906,48.280067806075,2023-03-10,2023-04-05
66,-117.28709092445126,27.74668855205689,2023-07-26,2023-07-29
67,-104.5330825805223,36.481041596951016,2023-03-30,2023-04-12
68,-106.42084783180265,28.581282824822885,2023-07-01,2023-07-07
69,-107.61742252663652,38.897441187975375,2023-06-02,2023-06-30
70,-116.65006164289464,29.222205019970357,2023-06-23,2023-07-18
71,-68.99335762976872,48.14276573961027,2023-12-22,2024-01-05
72,-79.41073383239991,31.79735657450866,2023-05-11,2023-05-23
73,-87.38616881294868,46.65022898830508,2023-07-05,2023-07-17
74,-117.28996096621528,48.80020888137377,2023-10-29,2023-11-17
75,-76.2454856758583,41.629952573425335,2023-10-17,2023-10-22
76,-106.44064310827666,28.736437637401743,2023-10-04,2023-10-20
77,-107.90870093160856,48.29383677535212,2023-01-10,2023-02-09
78,-111.85563261208664,38.98085801065358,2023-04-17,2023-05-16
79,-86.90017955579589,26.134690877356697,2023-09-09,2023-10-04
80,-90.18755780262164,47.9966272885285,2023-02-14,2023-03-16
81,-90.91049202027136,25.249540921338195,2023-11-10,2023-12-01
82,-94.47921948038078,34.55012501930239,2023-05-21,2023-05-30
83,-114.00786244769849,38.382471063372776,2023-02-17,2023-03-17
84,-84.90685185724274,31.34013875170104,2023-06-06,2023-06-16
85,-98.88966683409436,37.969756906704106,2023-09-09,2023-10-09
86,-95.43078307454805,45.51320172107586,2023-01-10,2023-02-03
87,-75.69483247072384,45.994688268547726,2023-02-26,2023-03-11
88,-96.8778903072753,42.10501318896775,2023-07-31,2023-08-15
89,-71.64805232201944,40.81880950848395,2023-03-27,2023-04-08
90,-80.66550983258905,34.03336700481928,2023-07-04,2023-08-03
91,-93.632789735623,45.99603297465644,2023-01-23,2023-02-22
92,-106.50350183827652,43.10638557881888,2023-10-25,2023-11-21
93,-115.02626844085978,41.67443270199847,2023-02-04,2023-02-07
94,-109.32240812933132,33.93457857164132,2023-05-13,2023-05-27
95,-119.91107183995256,30.395860701604526,2023-02-12,2023-03-04
96,-105.8905218193859,31.070332900006868,2023-05-13,2023-06-02
97,-95.96090543117614,25.44275948192229,2023-05-16,2023-05-26
98,-102.43207585786922,47.77958570924244,2023-09-11,2023-09-18
99,-76.97728772077366,48.59529005408272,2023-10-19,2023-11-12
100,-115.88817690184568,42.51129508818124,2023-02-08,2023-03-07
101,-114.4310487307622,38.57772400485769,2023-11-24,2023-12-04
102,-69.52117166603367,37.62481972981056,2023-07-16,2023-07-30
103,-113.66024311743676,41.555086268445805,2023-04-02,2023-04-23
104,-107.45823161418622,40.74135031724447,2023-07-20,2023-08-06
105,-116.60800585657174,45.09001655210199,2023-07-01,2023-07-05
106,-101.31601624626806,27.346027948337397,2023-04-21,2023-04-28
107,-69.18601402816589,42.90953303778767,2023-01-18,2023-02-04
108,-107.23129327597326,36.92528121115155,2023-11-26,2023-12-06
109,-119.61643719326196,34.84025445755623,2023-02-16,2023-03-17
110,-89.01188060709,39.82727343174541,2023-05-20,2023-06-15
111,-120.5952735134926,45.78329406403492,2023-06-26,2023-07-13
112,-69.46038292340226,36.06208527384237,2023-11-04,2023-11-25
113,-98.87480013613094,40.11304536056615,2023-06-05,2023-06-18
114,-68.25480506956313,26.819679575343244,2023-02-08,2023-03-05
115,-114.74975477544088,37.00927444957177,2023-11-20,2023-11-21
116,-69.24783732464397,44.2650362273369,2023-10-24,2023-10-28
117,-89.41730868135389,35.652785222112485,2023-08-24,2023-09-01
118,-70.47324788747574,47.51097431529812,2023-07-10,2023-07-14
119,-92.9756000468084,35.13403939594987,2023-01-04,2023-01-25
120,-109.9210915705034,46.5532735412439,2023-06-29,2023-07-18
121,-76.57336991813256,36.19839767613897,2023-07-22,2023-08-08
122,-74.57549801192368,30.885451287842685,2023-01-28,2023-02-24
123,-105.00294261913092,26.66326113365272,2023-11-12,2023-12-07
124,-105.85645701988672,39.17205684277896,2023-10-14,2023-10-18
125,-91.35897298829568,42.00293026720692,2023-02-21,2023-03-09
126,-80.53876581260835,31.70547428557627,2023-07-02,2023-07-06
127,-100.02049263859207,25.60728836814984,2023-09-03,2023-09-26
128,-120.25075187703584,38.35971636897567,2023-04-06,2023-04-24
129,-115.52603626961424,43.44067717939946,2023-12-04,2024-01-02
130,-118.27331981732311,26.418192683506373,2023-02-12,2023-03-10
131,-83.2507771795716,47.98527217085331,2023-12-21,2023-12-24
132,-91.22912447214506,44.52390822057546,2023-07-05,2023-07-28
133,-88.48935169558544,35.8699007646583,2023-03-17,2023-03-23
134,-77.5358045399712,42.09469684871698,2023-06-11,2023-07-05
135,-99.81212281936703,45.16678165636798,2023-11-07,2023-11-13
136,-97.4387076178345,28.36026271689292,2023-09-26,2023-10-15
137,-95.41245921468834,41.01900618764928,2023-06-14,2023-07-08
138,-82.40656582831886,33.67414222173281,2023-04-04,2023-04-15
139,-124.76303941554094,40.59999114918584,2023-06-11,2023-06-24
140,-109.35380060785194,27.89231432857804,2023-02-22,2023-03-10
141,-74.41162815925252,37.19145642605334,2023-01-31,2023-02-01
142,-70.13822706207878,31.463107445099705,2023-08-28,2023-09-23
143,-67.23763649532017,48.564593687529126,2023-01-27,2023-02-05
144,-67.62283528369707,27.90590237536411,2023-05-09,2023-05-31
145,-83.79561511653128,40.98965606968726,2023-04-25,2023-05-10
146,-74.79706482057139,47.300905393686776,2023-04-21,2023-05-21
147,-82.4655961138507,25.205256887406087,2023-09-28,2023-10-02
148,-112.25286638322528,42.7853369572027,2023-03-05,2023-03-29
149,-107.60671198464324,43.51181360637038,2023-09-01,2023-09-27
150,-68.28557231620027,35.619841828259766,2023-05-26,2023-06-21
151,-85.13199866644065,32.07246496363812,2023-02-15,2023-02-22
152,-66.74085848200977,27.776964749194587,2023-03-19,2023-03-20
153,-121.80086284921386,35.90481356757047,2023-03-21,2023-04-12
154,-99.5008401856505,47.12761475257908,2023-08-02,2023-08-07
155,-115.9567629425396,33.997243768504106,2023-04-11,2023-04-15
156,-107.46939575135202,32.419410211951146,2023-06-30,2023-07-15
157,-81.00292055753363,38.07371190629635,2023-08-04,2023-08-15
158,-82.48495134128112,31.24551949743462,2023-11-13,2023-12-02
159,-82.18738595201681,27.95227046631756,2023-05-23,2023-05-29
160,-87.26394947793962,37.57826652843168,2023-07-12,2023-07-21
161,-94.48520788198196,26.343430330562967,2023-09-04,2023-09-20
162,-107.60553501137882,45.23663816277983,2023-03-15,2023-04-06
163,-80.0448661686147,40.370058926916585,2023-09-17,2023-10-02
164,-120.7089447525668,48.20489390924888,2023-04-16,2023-04-30
165,-98.64415242676816,37.17253766214365,2023-04-25,2023-04-28
166,-101.4892310039144,25.41840403210326,2023-01-08,2023-01-30
167,-98.43749907240604,42.06947647458757,2023-06-23,2023-07-03
168,-121.41056933194554,26.711342264424715,2023-08-29,2023-09-08
169,-96.66853126802152,48.93901468266552,2023-09-18,2023-10-12
170,-77.79170313035186,30.11626418169451,2023-03-07,2023-03-19
171,-84.84588645004503,26.072768125965467,2023-01-06,2023-01-11
172,-77.84265243118908,39.53492270327992,2023-05-09,2023-05-25
173,-99.83634856030235,36.14235531582583,2023-09-23,2023-10-05
174,-108.67771696321752,37.86141482787887,2023-11-25,2023-12-08
175,-111.76806027446284,32.73704844474092,2023-11-02,2023-11-26
176,-66.41236195460715,42.31172729743336,2023-07-11,2023-08-09
177,-117.69343977350816,38.49301850657022,2023-10-16,2023-11-15
178,-91.06829302000072,32.20807292524904,2023-02-03,2023-02-09
179,-93.09749501241312,45.1595906006536,2023-12-12,2023-12-16
180,-84.34184003280532,47.6659234018569,2023-12-30,2024-01-12
181,-96.7470039999426,47.62734025665695,2023-12-19,2024-01-05
182,-107.3658146842337,29.850729003487423,2023-12-19,2023-12-31
183,-116.61850617575465,36.54011033468439,2023-09-20,2023-09-21
184,-84.49366487654896,31.145991437795523,2023-11-09,2023-12-07
185,-107.94371999260817,33.32055685814966,2023-11-14,2023-11-24
186,-94.29871051786664,25.388198774690487,2023-03-20,2023-04-18
187,-120.95443449232188,37.42091391526212,2023-03-24,2023-04-19
188,-86.20702093938881,25.010664852267407,2023-09-21,2023-10-15
189,-84.2420119909358,45.42161210167063,2023-04-02,2023-04-12
190,-99.68124803209268,32.89045512428304,2023-03-01,2023-03-27
191,-91.50785043008472,38.98947935136748,2023-08-21,2023-08-23
192,-66.5030316581553,39.6267908714286,2023-10-18,2023-10-31
193,-103.37917731089568,45.04281667685231,2023-07-17,2023-07-29
194,-109.85024817902834,34.88748493619649,2023-08-24,2023-09-08
195,-109.6125806445938,34.381821748452566,2023-09-03,2023-09-25
196,-83.77628742678552,29.73116843614647,2023-07-02,2023-07-30
197,-81.30586099433535,32.65049947702546,2023-07-01,2023-07-15
198,-79.49731571182994,47.28699783721143,2023-01-08,2023-02-06
199,-117.31584864034612,32.1873237977386,2023-08-11,2023-09-07
200,-80.97953407022207,39.058130692805605,2023-12-19,2023-12-28
201,-119.052051041297,32.57193714331788,2023-03-21,2023-03-27
202,-98.9276442581386,44.00703781908767,2023-05-08,2023-05-26
203,-88.5946965396495,38.24881455382142,2023-02-21,2023-03-21
204,-90.20598244624992,34.79737019365601,2023-07-24,2023-08-20
205,-105.64685398545264,46.67573891296398,2023-01-09,2023-02-01
206,-82.6809720299911,26.462464286012032,2023-09-10,2023-10-07
207,-106.78072036587108,39.8931336409914,2023-08-17,2023-09-16
208,-124.55436185419096,46.74026850003729,2023-05-31,2023-06-14
209,-86.38033196961247,25.063358085622585,2023-01-24,2023-02-13
210,-83.9510337648654,29.77724308100837,2023-01-12,2023-01-25
211,-69.45061240723737,32.675349824166474,2023-06-08,2023-06-29
212,-87.43811297317504,38.35770262797904,2023-07-19,2023-08-11
213,-72.13136368693262,35.34828755852267,2023-01-23,2023-02-16
214,-109.46506779351068,32.385584401892764,2023-08-23,2023-09-12
215,-89.6190685632175,40.11208299084024,2023-02-27,2023-03-19
216,-69.15383579574001,48.84488222398632,2023-10-06,2023-11-04
217,-79.35205415478373,33.58381986064289,2023-03-17,2023-03-29
218,-66.87243954488544,33.50823718017556,2023-04-02,2023-05-02
219,-85.75892371366788,31.117239342393187,2023-06-24,2023-07-18
220,-115.6445025179127,25.318062771247018,2023-05-10,2023-05-29
221,-72.9022851862643,30.732773392058323,2023-06-20,2023-07-01
222,-72.10378710642357,27.585825768563904,2023-08-28,2023-09-14
223,-113.00376833698648,38.19192305231919,2023-12-07,2023-12-17
224,-77.15444023977925,36.34980744839008,2023-12-16,2024-01-10
225,-113.59100866178164,41.26153918283296,2023-09-01,2023-09-14
226,-68.81658257321467,29.77638195206868,2023-09-07,2023-09-15
227,-108.28055091396564,35.357761722040365,2023-12-18,2024-01-09
228,-111.86504893870898,29.50940027343898,2023-12-04,2024-01-03
229,-75.72641492626408,46.97954059383731,2023-07-10,2023-07-30
230,-66.65190435546428,25.58503517859624,2023-03-16,2023-04-03
231,-81.55776930634806,48.30883769544252,2023-08-03,2023-08-04
232,-78.19410479306049,29.809290339171863,2023-08-02,2023-08-20
233,-85.69868360270812,25.138841693300257,2023-05-15,2023-06-08
234,-80.65594809394487,32.82931741396361,2023-01-01,2023-01-12
235,-70.42074196622707,35.78065271728535,2023-07-25,2023-08-15
236,-121.18728685019506,29.67576716751241,2023-08-13,2023-08-15
237,-120.84701216163782,44.54318895558788,2023-07-18,2023-07-21
238,-120.61038718928006,37.52726087811247,2023-12-19,2023-12-28
239,-94.91337009098088,36.89513881152985,2023-01-24,2023-02-01
240,-105.78069884879186,33.587585851317115,2023-06-03,2023-06-29
241,-99.135399699303,33.16380192705997,2023-03-07,2023-03-29
242,-95.60730703968444,29.752959134541577,2023-03-26,2023-03-29
243,-67.29328803362579,40.73308696610666,2023-01-24,2023-01-29
244,-84.84242004574091,27.995353728737854,2023-12-06,2023-12-31
245,-67.90326353967556,33.06179827973709,2023-02-21,2023-03-06
246,-118.02115251263682,30.99722745624425,2023-10-02,2023-10-11
247,-75.19305234454438,48.04708693781231,2023-01-10,2023-01-20
248,-93.41285176788313,36.7526086193645,2023-11-24,2023-12-15
249,-104.71236924380749,48.81022728473978,2023-12-11,2023-12-17
250,-75.70174597773283,28.461487436995608,2023-04-27,2023-05-09
251,-119.68654400280558,27.832629619169627,2023-03-26,2023-04-17
252,-106.44445188005426,36.485954965040975,2023-01-09,2023-01-10
253,-104.33366667269428,43.04778038597759,2023-02-18,2023-03-16
254,-78.78528151557893,34.457490519075414,2023-01-06,2023-01-09
255,-101.66274714980894,25.69273043764912,2023-04-23,2023-05-17
256,-108.3536134378172,28.084926166022072,2023-05-20,2023-05-30
257,-81.34825327908915,28.04958822155342,2023-05-04,2023-05-21
258,-115.26837050707742,43.482898599349454,2023-07-05,2023-07-07
259,-81.97033945135016,44.91100808339111,2023-01-26,2023-01-29
260,-121.42022701536754,37.97588240400359,2023-03-18,2023-03-27
261,-122.15019114228554,29.12229511686643,2023-11-30,2023-12-20
262,-74.50260763431022,38.02042582750579,2023-11-08,2023-11-19
263,-66.06138237033404,47.88837156101636,2023-08-03,2023-08-26
264,-85.8554282864344,26.329543007805675,2023-06-09,2023-06-30
265,-85.77973138596587,37.95534987417884,2023-01-17,2023-02-09
266,-68.75324043466216,39.28508184958666,2023-03-01,2023-03-15
267,-77.80675944579725,47.64835470670996,2023-04-23,2023-05-12
268,-82.93148795284984,43.63199914545416,2023-11-22,2023-11-26
269,-84.35333262904331,41.78051642422647,2023-06-23,2023-06-25
270,-109.59182773268957,33.09892150039904,2023-09-14,2023-10-04
271,-112.59090686510432,36.334971151861744,2023-11-19,2023-12-15
272,-81.18258563784883,31.10278388895086,2023-03-19,2023-03-29
273,-74.54183973400497,35.31611461444186,2023-05-25,2023-05-30
274,-68.34748429374767,28.267608214502363,2023-12-16,2023-12-24
275,-112.8069477301503,32.98276741725297,2023-02-04,2023-02-15
276,-114.0627697796976,29.25228344401751,2023-10-20,2023-10-31
277,-73.83239432397934,41.35921627913843,2023-09-29,2023-10-24
278,-120.223153747015,38.20381083041197,2023-05-19,2023-05-26
279,-66.73458755472208,26.536814560892,2023-10-29,2023-11-15
280,-83.85722261368942,37.39298394221151,2023-04-21,2023-05-20
281,-114.61832451802778,44.60460466083215,2023-01-09,2023-02-05
282,-76.82395856368447,31.209786339403443,2023-10-16,2023-10-20
283,-116.88198217827764,41.89304632591763,2023-01-13,2023-01-31
284,-122.88613309977468,41.43663408088442,2023-02-06,2023-03-03
285,-92.65422213305396,27.907243250339377,2023-06-02,2023-06-19
286,-95.15535249757394,40.10233617983641,2023-05-03,2023-05-22
287,-68.34719714821618,45.66679981376166,2023-11-15,2023-11-25
288,-72.44956066509057,44.69182796553102,2023-09-30,2023-10-15
289,-79.6412940028887,36.914038571746616,2023-05-22,2023-05-30
290,-76.18651702064021,34.870859580870146,2023-05-25,2023-06-18
291,-112.99050260721252,44.32013100399268,2023-07-09,2023-07-17
292,-84.21758672775769,46.71493790770096,2023-12-06,2023-12-27
293,-110.523923144039,29.57494708040948,2023-02-04,2023-02-11
294,-82.45637964683758,38.724633786795486,2023-07-16,2023-08-03
295,-86.01679341718133,28.245836520350995,2023-08-29,2023-09-25
296,-69.38829382043173,37.26410814260606,2023-07-16,2023-07-29
297,-86.18942464140544,42.075224213473255,2023-08-12,2023-08-13
298,-67.6477525950095,44.12514419747346,2023-10-02,2023-10-18
299,-80.55923204322272,45.47783975804346,2023-11-01,2023-11-17
300,-123.61819045706784,38.11300399211064,2023-12-15,2024-01-07
301,-87.77507519852179,47.62172164976668,2023-04-02,2023-04-25
302,-103.72997109125782,44.37585557894983,2023-08-02,2023-08-18
303,-97.64832556662527,40.28054203759818,2023-10-17,2023-11-14
304,-66.45066566877068,38.18733188650487,2023-07-08,2023-08-07
305,-93.85554891470352,31.786817645385263,2023-06-21,2023-07-10
306,-77.34151392111447,32.170482238483906,2023-05-22,2023-05-29
307,-112.33902669683386,34.28959224348366,2023-04-22,2023-05-14
308,-82.54381497806736,25.280467089740757,2023-10-05,2023-10-11
309,-116.23737048458624,39.28073962498279,2023-02-19,2023-03-19
310,-67.23622318463273,33.611635836225545,2023-12-11,2023-12-28
311,-88.21017731308885,41.71744701396327,2023-01-15,2023-01-20
312,-105.34826822143546,45.89994741067686,2023-05-25,2023-06-20
313,-120.42111432447838,46.40871703605258,2023-01-22,2023-02-04
314,-98.9955834723783,33.128337135520454,2023-01-13,2023-01-26
315,-109.61188542719742,39.402138592601766,2023-01-01,2023-01-14
316,-122.04302924742368,33.952588539577434,2023-07-05,2023-07-31
317,-105.8036931783027,42.965115995603774,2023-10-01,2023-10-15
318,-101.58452126720914,33.05493268515413,2023-08-13,2023-09-06
319,-122.89693499164372,28.717238613346,2023-02-06,2023-03-06
320,-112.84924675520143,28.27424443084069,2023-09-08,2023-09-23
321,-116.02159146520306,27.53185113173653,2023-11-16,2023-12-02
322,-101.95304875202412,37.04998357373077,2023-02-17,2023-03-15
323,-107.1505376593458,32.5224678282617,2023-05-22,2023-06-04
324,-94.21545796566376,33.95010450638926,2023-10-13,2023-10-29
325,-76.62316930734251,37.52599881455096,2023-01-31,2023-02-08
326,-120.18978598552168,37.63394897217664,2023-05-01,2023-05-16
327,-87.21044014171187,27.431624370087174,2023-07-23,2023-08-06
328,-124.32051700477518,44.041199307596784,2023-05-03,2023-05-22
329,-109.77490919209563,40.31702515618395,2023-08-23,2023-08-26
330,-70.26015961691684,31.085582228082032,2023-04-11,2023-04-29
331,-117.79247947662196,46.86662894060795,2023-02-07,2023-03-06
332,-95.01820578244106,35.08175517080132,2023-03-03,2023-03-25
333,-102.07832872742529,39.86303406726827,2023-02-03,2023-03-03
334,-74.2631600024979,44.26698046999222,2023-05-04,2023-05-18
335,-82.92674056114816,42.58287068966349,2023-09-03,2023-09-11
336,-68.6223626736395,42.92579543220396,2023-11-04,2023-11-30
337,-89.6910981134237,35.31716039142051,2023-10-22,2023-10-29
338,-96.37835695007377,36.10498921506054,2023-11-02,2023-11-06
339,-82.14540518730425,31.087946998142744,2023-07-22,2023-07-27
340,-67.22437208089687,41.71074530333861,2023-12-08,2024-01-04
341,-75.46988031488263,36.10611551595335,2023-10-23,2023-11-02
342,-98.47462670542104,38.61062822026137,2023-11-03,2023-11-12
343,-111.77032872877098,32.0357073514914,2023-11-23,2023-12-19
344,-115.27353399748333,38.31673857524799,2023-01-25,2023-02-12
345,-86.53664239005943,36.79960667458895,2023-05-19,2023-06-14
346,-106.68189503616512,44.30837566114532,2023-12-24,2024-01-04
347,-99.14323838813638,28.356356427353123,2023-05-04,2023-05-24
348,-92.3892874932392,30.55220023558482,2023-09-27,2023-10-03
349,-120.04723872491256,43.99120097716922,2023-07-16,2023-07-19
350,-119.71101812309064,42.50622243605874,2023-05-24,2023-06-11
351,-115.83495524213372,28.51086987865159,2023-03-19,2023-04-18
352,-115.195520658936,25.775526099048214,2023-10-14,2023-11-11
353,-92.28920425167664,27.509644205136723,2023-05-27,2023-06-15
354,-123.34143492674424,44.9310413970625,2023-03-16,2023-04-15
355,-109.40485230071828,29.147374941749256,2023-08-19,2023-09-17
356,-75.23314429371396,38.40769987334067,2023-10-14,2023-10-18
357,-91.04082114628706,26.07797981088177,2023-12-02,2023-12-29
358,-116.41713339211964,33.900026324120304,2023-10-19,2023-10-24
359,-92.12529196536572,25.44796035406553,2023-08-11,2023-09-08
360,-110.76918260384222,33.05304157346019,2023-03-29,2023-04-17
361,-102.6748026208857,26.24474929926869,2023-04-27,2023-05-11
362,-120.45668712466642,48.50655506042179,2023-12-23,2024-01-15
363,-107.68651999260648,43.73393304926704,2023-02-07,2023-02-08
364,-86.68633414111983,33.263206300852914,2023-09-06,2023-09-19
365,-103.10483774670509,38.33694406084044,2023-05-09,2023-05-29
366,-107.69896146163364,30.381458784847247,2023-12-28,2024-01-05
367,-90.55590506189628,28.34419914743368,2023-07-15,2023-07-29
368,-117.51764901379411,27.12991682047748,2023-06-09,2023-06-17
369,-116.99083765975058,46.56652589979046,2023-09-09,2023-09-26
370,-89.4854047472661,44.43743363132779,2023-02-26,2023-03-16
371,-86.75689716642694,36.24198492278167,2023-07-26,2023-08-24
372,-77.03356102725655,45.20214353276943,2023-07-18,2023-08-11
373,-68.05553903821146,25.955612980697325,2023-12-28,2024-01-27
374,-71.84996822533108,48.33485723127842,2023-08-15,2023-08-17
375,-66.26166651314904,40.7442606665439,2023-01-22,2023-01-27
376,-124.43242635542894,46.82259648092989,2023-01-19,2023-02-05
377,-66.51690801287592,25.68856586039321,2023-05-27,2023-06-25
378,-110.01043314075524,32.555386305239395,2023-10-08,2023-11-02
379,-101.94842978290596,43.82804929939597,2023-01-27,2023-02-07
380,-90.58487119357832,40.97310993637426,2023-10-17,2023-10-29
381,-90.4980406422728,33.07316312048633,2023-12-22,2024-01-17
382,-111.63577997280407,31.16645041257911,2023-07-11,2023-07-29
383,-87.49042200473325,26.587533900863168,2023-07-10,2023-08-06
384,-83.0551785298993,41.61622794115429,2023-01-27,2023-01-31
385,-108.479215836244,40.72990128574783,2023-10-27,2023-11-10
386,-67.22168987727449,28.715996181615697,2023-12-24,2023-12-29
387,-86.01947424203381,36.96860816515482,2023-12-01,2023-12-29
388,-89.38229957653564,45.52548709300713,2023-07-30,2023-08-28
389,-92.48604210129238,34.27781637209244,2023-04-19,2023-05-15
390,-121.57575473297727,44.61454970015204,2023-06-23,2023-07-20
391,-92.16123085379658,46.57092744835179,2023-08-10,2023-08-26
392,-79.22669186352894,47.4903954422206,2023-05-16,2023-05-19
393,-122.16733694852466,36.56098038115966,2023-12-22,2024-01-11
394,-93.78529889240556,43.80560214777361,2023-04-16,2023-05-11
395,-98.56068864843633,27.00621595772463,2023-06-13,2023-06-15
396,-120.75368164542228,30.21285974437275,2023-05-26,2023-06-17
397,-108.47392213528524,37.908262834834616,2023-04-28,2023-05-17
398,-113.96578414414884,35.384346558454155,2023-10-17,2023-11-06
399,-88.5953465700358,25.83466289162038,2023-10-25,2023-11-10
400,-104.32432817082244,33.04297579163989,2023-12-04,2024-01-03
401,-68.03541500415801,42.81055156842061,2023-03-24,2023-04-09
402,-105.50446770468908,48.89021023232844,2023-07-23,2023-07-29
403,-111.7755520887358,31.851872921630928,2023-12-02,2023-12-07
404,-102.87877226020888,37.24354802501638,2023-07-19,2023-07-25
405,-108.33036032043849,44.86070705960212,2023-02-24,2023-03-02
406,-104.8945856746823,32.21266264796321,2023-05-03,2023-05-10
407,-97.62688670804027,31.12294255070219,2023-05-06,2023-05-28
408,-115.68711424960246,39.75895916195408,2023-12-26,2024-01-17
409,-83.47931619571429,43.70667718471309,2023-07-03,2023-07-19
410,-115.31064623862731,46.029324175834326,2023-12-15,2023-12-23
411,-73.22381117753682,25.4447228090288,2023-06-17,2023-07-03
412,-91.68302928249692,31.40684692047515,2023-08-12,2023-08-14
413,-78.72709731697671,36.46653859003619,2023-01-24,2023-02-02
414,-84.36495311490955,26.03751519241473,2023-04-13,2023-05-08
415,-84.04289769875318,33.82746215740731,2023-01-13,2023-01-28
416,-102.11250357442545,27.62141666316893,2023-12-19,2024-01-16
417,-108.63566831091832,36.90489225493164,2023-04-22,2023-05-18
418,-117.5511607620386,46.39375004891991,2023-01-05,2023-01-13
419,-94.48167088256211,31.06135775193962,2023-06-03,2023-06-26
420,-99.32186452650052,34.51930504993264,2023-06-16,2023-06-19
421,-90.05855274834153,41.88004030806606,2023-08-22,2023-09-05
422,-102.15190104933748,29.74494633219968,2023-03-13,2023-03-24
423,-122.86807705851584,26.924312196066424,2023-09-30,2023-10-16
